S.L No,CustomerID,Gender,Location,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,GST,Offline_Spend,Online_Spend,Month,Discount_pct
34431,18065,F,Chicago,26738,28-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,149,6,0.1,3500,2019.73,4,10
34432,17841,M,California,26105,21-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,3078.84,4,10
34433,17841,M,California,26106,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,19.99,0.1,4000,3078.84,4,10
34434,17841,M,California,26106,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,19.99,0.1,4000,3078.84,4,10
34435,17841,M,California,26106,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,19.99,0.1,4000,3078.84,4,10
34436,17841,M,California,26107,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34437,17841,M,California,26114,21-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34438,17841,M,California,26115,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,12.99,0.1,4000,3078.84,4,10
34439,17965,F,Chicago,26122,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34440,17965,F,Chicago,26125,21-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,3078.84,4,10
34441,17965,F,Chicago,26127,21-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,0.1,4000,3078.84,4,10
34442,17965,F,Chicago,26127,21-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34443,17576,F,California,26096,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34444,17576,F,California,26096,21-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,79,6,0.1,4000,3078.84,4,10
34445,17576,F,California,26097,21-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,6,0.1,4000,3078.84,4,10
34446,14713,F,Chicago,26128,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34447,14713,F,Chicago,26132,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,3078.84,4,10
34448,14713,F,Chicago,26133,21-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79,12.99,0.1,4000,3078.84,4,10
34449,14713,F,Chicago,26137,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,12.99,0.1,4000,3078.84,4,10
34450,14713,F,Chicago,26138,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,3078.84,4,10
34451,14713,F,Chicago,26138,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,3078.84,4,10
34452,14713,F,Chicago,26139,21-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34453,14713,F,Chicago,26143,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34454,14713,F,Chicago,26143,21-Apr-19,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34455,14713,F,Chicago,26145,21-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34456,14702,F,New York,26149,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34457,14702,F,New York,26150,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34458,14702,F,New York,26152,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34459,14702,F,New York,26154,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34460,14702,F,New York,26162,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,6,0.1,4000,3078.84,4,10
34461,14702,F,New York,26162,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34462,14702,F,New York,26162,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,3078.84,4,10
34463,13230,M,California,26162,21-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,3078.84,4,10
34464,13230,M,California,26163,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,3078.84,4,10
34465,13230,M,California,26165,21-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34466,13969,F,New York,26172,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34467,13969,F,New York,26173,21-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,3078.84,4,10
34468,13969,F,New York,26174,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34469,13969,F,New York,26178,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34470,13969,F,New York,26179,21-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34471,13969,F,New York,26179,21-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,6,0.1,4000,3078.84,4,10
34472,17530,F,Chicago,26185,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34473,17530,F,Chicago,26192,21-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,3078.84,4,10
34474,17530,F,Chicago,26194,21-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,149,12.99,0.1,4000,3078.84,4,10
34475,17530,F,Chicago,26195,21-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,3078.84,4,10
34476,17530,F,Chicago,26195,21-Apr-19,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,6,0.1,4000,3078.84,4,10
34477,14696,M,New York,26010,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34478,16042,F,Chicago,25981,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,1754.92,4,10
34479,16042,F,Chicago,25982,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34480,17838,F,California,26016,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34481,17838,F,California,26016,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,1754.92,4,10
34482,17838,F,California,26017,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,0.1,4000,1754.92,4,10
34483,14898,F,California,25987,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79,12.99,0.1,4000,1754.92,4,10
34484,14898,F,California,25987,19-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,12.99,0.1,4000,1754.92,4,10
34485,16817,M,California,25996,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,119,19.99,0.1,4000,1754.92,4,10
34486,17097,M,California,25933,19-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79,6,0.1,4000,1754.92,4,10
34487,17097,M,California,25935,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,119,6,0.1,4000,1754.92,4,10
34488,15192,F,Chicago,25944,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,12.99,0.1,4000,1754.92,4,10
34489,15192,F,Chicago,25945,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,1754.92,4,10
34490,15192,F,Chicago,25948,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34491,17950,F,New York,25954,19-Apr-19,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34492,17950,F,New York,25954,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,4,79,6,0.1,4000,1754.92,4,10
34493,17950,F,New York,25956,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,6,0.1,4000,1754.92,4,10
34494,17950,F,New York,25957,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34495,17950,F,New York,25957,19-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34496,17950,F,New York,25959,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34497,17950,F,New York,25966,19-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34498,17950,F,New York,25967,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6,0.1,4000,1754.92,4,10
34499,17950,F,New York,25968,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34500,17950,F,New York,25970,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,6,0.1,4000,1754.92,4,10
34501,17950,F,New York,25970,19-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34502,12826,M,California,25972,19-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34503,17456,F,New Jersey,25977,19-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34504,17456,F,New Jersey,25979,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,0.1,4000,1754.92,4,10
34505,17456,F,New Jersey,25980,19-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,79,6,0.1,4000,1754.92,4,10
34506,15811,F,Chicago,25988,19-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34507,15811,F,Chicago,25992,19-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,0.1,4000,1754.92,4,10
34508,15811,F,Chicago,25992,19-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,6,0.1,4000,1754.92,4,10
34509,13327,F,Chicago,26003,19-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6,0.1,4000,1754.92,4,10
34510,13136,F,California,26008,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34511,12605,F,New York,26011,19-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1754.92,4,10
34512,12605,F,New York,26012,19-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1754.92,4,10
34513,13777,F,California,25048,7-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,119,6.5,0.1,2500,2719.46,4,10
34514,14766,M,New York,25047,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34515,14766,M,New York,25048,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34516,16858,F,Chicago,24994,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34517,16858,F,Chicago,24994,7-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34518,16858,F,Chicago,24994,7-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.5,0.1,2500,2719.46,4,10
34519,13649,F,California,24985,7-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34520,13649,F,California,24988,7-Apr-19,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34521,17894,F,California,24990,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34522,17894,F,California,24991,7-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34523,13270,M,Chicago,24994,7-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,79,6.5,0.1,2500,2719.46,4,10
34524,13077,F,New York,24998,7-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6.5,0.1,2500,2719.46,4,10
34525,13531,F,New Jersey,25006,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,4,119,6.5,0.1,2500,2719.46,4,10
34526,13531,F,New Jersey,25007,7-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34527,15713,M,California,25023,7-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6.5,0.1,2500,2719.46,4,10
34528,15713,M,California,25023,7-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34529,15713,M,California,25024,7-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,6.5,0.1,2500,2719.46,4,10
34530,15713,M,California,25025,7-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34531,17999,F,New Jersey,25026,7-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34532,17999,F,New Jersey,25027,7-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6.5,0.1,2500,2719.46,4,10
34533,17999,F,New Jersey,25028,7-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6.5,0.1,2500,2719.46,4,10
34534,17999,F,New Jersey,25041,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.5,0.1,2500,2719.46,4,10
34535,17999,F,New Jersey,25042,7-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34536,17340,F,California,25061,7-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,149,6.5,0.1,2500,2719.46,4,10
34537,17340,F,California,25063,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.5,0.1,2500,2719.46,4,10
34538,17340,F,California,25064,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6.5,0.1,2500,2719.46,4,10
34539,17340,F,California,25069,7-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34540,17340,F,California,25069,7-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6.5,0.1,2500,2719.46,4,10
34541,12471,F,California,26230,22-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34542,12471,F,California,26233,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34543,12471,F,California,26234,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34544,12471,F,California,26236,22-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,1608.26,4,10
34545,12471,F,California,26236,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34546,12471,F,California,26237,22-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34547,12471,F,California,26241,22-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79,6,0.1,4000,1608.26,4,10
34548,17530,F,Chicago,26201,22-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34549,17530,F,Chicago,26201,22-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,0.1,4000,1608.26,4,10
34550,17530,F,Chicago,26202,22-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,79,6,0.1,4000,1608.26,4,10
34551,17530,F,Chicago,26203,22-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34552,17530,F,Chicago,26207,22-Apr-19,GGOENEBD084799,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34553,17530,F,Chicago,26207,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,1608.26,4,10
34554,17530,F,Chicago,26207,22-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,79,6,0.1,4000,1608.26,4,10
34555,17530,F,Chicago,26208,22-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5,79,6,0.1,4000,1608.26,4,10
34556,17530,F,Chicago,26210,22-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34557,17530,F,Chicago,26211,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,1608.26,4,10
34558,17530,F,Chicago,26212,22-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34559,17530,F,Chicago,26214,22-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34560,17530,F,Chicago,26215,22-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,6,0.1,4000,1608.26,4,10
34561,15805,M,Chicago,26221,22-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34562,15805,M,Chicago,26221,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34563,15805,M,Chicago,26223,22-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,4000,1608.26,4,10
34564,15805,M,Chicago,26224,22-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,4000,1608.26,4,10
34565,12471,F,California,26244,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34566,12471,F,California,26245,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34567,12471,F,California,26246,23-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,3500,3107.11,4,10
34568,12471,F,California,26246,23-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,79,6,0.1,3500,3107.11,4,10
34569,12471,F,California,26247,23-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,119,19.99,0.1,3500,3107.11,4,10
34570,12471,F,California,26247,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,19.99,0.1,3500,3107.11,4,10
34571,12471,F,California,26247,23-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,79,19.99,0.1,3500,3107.11,4,10
34572,12471,F,California,26248,23-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,3500,3107.11,4,10
34573,12471,F,California,26249,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34574,12471,F,California,26252,23-Apr-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,79,6,0.1,3500,3107.11,4,10
34575,12471,F,California,26252,23-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,4,79,6,0.1,3500,3107.11,4,10
34576,12471,F,California,26253,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,19.99,0.1,3500,3107.11,4,10
34577,12471,F,California,26253,23-Apr-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,79,19.99,0.1,3500,3107.11,4,10
34578,12471,F,California,26255,23-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,3500,3107.11,4,10
34579,12471,F,California,26255,23-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34580,12471,F,California,26257,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34581,12471,F,California,26259,23-Apr-19,GGOENEBQ084699,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2,149,6,0.1,3500,3107.11,4,10
34582,12471,F,California,26261,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,3500,3107.11,4,10
34583,13418,F,New York,26275,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,3500,3107.11,4,10
34584,13418,F,New York,26279,23-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,119,6,0.1,3500,3107.11,4,10
34585,13418,F,New York,26279,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34586,13418,F,New York,26281,23-Apr-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,119,12.99,0.1,3500,3107.11,4,10
34587,17675,F,New York,26268,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,119,6,0.1,3500,3107.11,4,10
34588,17696,F,California,26272,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,149,6,0.1,3500,3107.11,4,10
34589,17076,M,New York,26281,23-Apr-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,149,12.99,0.1,3500,3107.11,4,10
34590,17076,M,New York,26282,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,3500,3107.11,4,10
34591,17076,M,New York,26283,23-Apr-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,119,6,0.1,3500,3107.11,4,10
